ENTREVISTA,REGIAO,UF,MUNICIPIO,qtd_geladeira,kwh_geladeira,qtd_chuveiro_eletrico,kwh_chuveiro_eletrico,qtd_ventilador,kwh_ventilador
59541,Nordeste,PE,Caruaru,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59542,Nordeste,PE,Caruaru,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59543,Nordeste,PE,Caruaru,1.0,45.0,1.0,0.0,1.0,35.532000000000004
59544,Nordeste,PE,Recife,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59545,Nordeste,PE,Recife,1.0,45.0,2.0,0.0,3.0,53.298
59546,Nordeste,PE,Recife,1.0,45.0,2.0,0.0,1.0,17.766000000000002
59547,Nordeste,PE,Recife,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59548,Nordeste,PE,Recife,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59549,Nordeste,PE,Recife,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59550,Nordeste,PE,Recife,0.0,0.0,1.0,0.0,1.0,6.867000000000002
59551,Nordeste,PE,Recife,1.0,45.0,1.0,0.0,2.0,101.52
59552,Nordeste,PE,Recife,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59553,Nordeste,PE,Recife,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59554,Nordeste,PE,Recife,1.0,45.0,1.0,0.0,2.0,71.06400000000001
59555,Nordeste,PE,Recife,1.0,45.0,2.0,0.0,2.0,35.532000000000004
59556,Nordeste,PE,Recife,1.0,45.0,1.0,0.0,2.0,71.06400000000001
59557,Nordeste,PE,Recife,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59558,Nordeste,PE,Recife,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59559,Nordeste,PE,Recife,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59560,Nordeste,PE,Recife,1.0,45.0,1.0,0.0,0.0,0.0
59561,Nordeste,PE,Recife,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59562,Nordeste,PE,Recife,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59563,Nordeste,PE,Recife,1.0,45.0,1.0,0.0,4.0,71.06400000000001
59564,Nordeste,PE,Recife,1.0,45.0,1.0,0.0,3.0,53.298
59565,Nordeste,PE,Recife,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59566,Nordeste,PE,Recife,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59567,Nordeste,PE,Recife,2.0,90.0,2.0,0.0,4.0,71.06400000000001
59568,Nordeste,PE,Recife,1.0,45.0,1.0,0.0,3.0,53.298
59569,Nordeste,PE,Recife,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59570,Nordeste,PE,Recife,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59571,Nordeste,PE,Recife,1.0,45.0,1.0,0.0,4.0,71.06400000000001
59572,Nordeste,PE,Recife,2.0,90.0,3.0,0.0,3.0,106.596
59573,Nordeste,PE,Recife,1.0,45.0,2.0,0.0,2.0,35.532000000000004
59574,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59575,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,1.0,47.376000000000005
59576,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,32.8125,2.0,71.06400000000001
59577,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59578,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59579,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,0.0,0.0
59580,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,0.0,0.0
59581,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,1.0,9.870000000000001
59582,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59583,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59584,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59585,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59586,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,1.0,9.870000000000001
59587,Nordeste,PE,Recife,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59588,Nordeste,PE,Recife,1.0,45.0,2.0,0.0,3.0,106.596
59589,Nordeste,PE,Recife,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59590,Nordeste,PE,Recife,1.0,45.0,1.0,0.0,2.0,71.06400000000001
59591,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,1.0,35.532000000000004
59592,Nordeste,PE,Caruaru,1.0,45.0,1.0,0.0,1.0,35.532000000000004
59593,Nordeste,PE,Caruaru,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59594,Nordeste,PE,Caruaru,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59595,Nordeste,PE,Caruaru,1.0,45.0,1.0,0.0,1.0,35.532000000000004
59596,Nordeste,PE,Caruaru,1.0,45.0,2.0,0.0,1.0,17.766000000000002
59597,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59598,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,2.0,50.76
59599,Nordeste,PE,Recife,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59600,Nordeste,PE,Recife,1.0,45.0,2.0,0.0,4.0,71.06400000000001
59601,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59602,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,2.0,19.740000000000002
59603,Nordeste,PE,Recife,1.0,45.0,1.0,0.0,3.0,106.596
59604,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59605,Nordeste,PE,Caruaru,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59606,Nordeste,PE,Caruaru,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59607,Nordeste,PE,Caruaru,1.0,45.0,1.0,48.12499999999999,2.0,35.532000000000004
59608,Nordeste,PE,Caruaru,1.0,45.0,1.0,0.0,1.0,35.532000000000004
59609,Nordeste,PE,Caruaru,1.0,45.0,1.0,0.0,0.0,0.0
59610,Norte,RO,Porto Velho,1.0,45.0,2.0,0.0,3.0,29.61
59611,Nordeste,PE,Recife,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59612,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,1.0,0.0
59613,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59614,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,2.0,19.740000000000002
59615,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59616,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,2.0,71.06400000000001
59617,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59618,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,1.0,35.532000000000004
59619,Norte,RO,Porto Velho,0.0,0.0,1.0,0.0,3.0,53.298
59620,Nordeste,PE,Recife,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59621,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59622,Nordeste,PE,Recife,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59623,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,1.0,3.8150000000000004
59624,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,0.0,0.0
59625,Nordeste,PE,Caruaru,1.0,45.0,1.0,0.0,1.0,35.532000000000004
59626,Nordeste,PE,Caruaru,1.0,45.0,1.0,0.0,1.0,35.532000000000004
59627,Nordeste,PE,Caruaru,1.0,45.0,1.0,0.0,1.0,35.532000000000004
59628,Nordeste,PE,Caruaru,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59629,Nordeste,PE,Caruaru,1.0,45.0,1.0,0.0,1.0,2.9610000000000003
59630,Nordeste,PE,Caruaru,1.0,45.0,1.0,0.0,0.0,0.0
59631,Nordeste,PE,Caruaru,0.0,0.0,1.0,0.0,0.0,0.0
59632,Nordeste,PE,Caruaru,0.0,0.0,1.0,0.0,1.0,0.05308333333333334
59633,Nordeste,PE,Caruaru,1.0,45.0,1.0,20.625,1.0,9.870000000000001
59634,Nordeste,PE,Caruaru,1.0,45.0,1.0,0.0,2.0,71.06400000000001
59635,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,1.0,1.1445
59636,Norte,RO,Porto Velho,1.0,45.0,2.0,0.0,0.0,0.0
59638,Nordeste,PE,Vitória de Santo Antão,0.0,0.0,1.0,0.0,1.0,47.376000000000005
59639,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59640,Norte,RO,Porto Velho,1.0,45.0,2.0,0.0,2.0,19.740000000000002
59641,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59642,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59643,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59644,Norte,RO,Porto Velho,0.0,0.0,1.0,0.0,1.0,47.376000000000005
59645,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59646,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,2.0,0.0,1.0,17.766000000000002
59647,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,1.0,1.1445
59648,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,1.0,9.870000000000001
59649,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,1.0,5.922000000000001
59650,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,2.0,0.0,2.0,35.532000000000004
59651,Nordeste,PE,Recife,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59652,Nordeste,PE,Recife,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59653,Nordeste,PE,Recife,1.0,45.0,3.0,0.0,3.0,106.596
59654,Nordeste,PE,Recife,1.0,45.0,2.0,0.0,2.0,35.532000000000004
59655,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,2.0,0.0,3.0,53.298
59656,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,1.0,9.870000000000001
59657,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,1.0,5.922000000000001
59658,Nordeste,PE,Recife,1.0,45.0,3.0,0.0,3.0,53.298
59659,Nordeste,PE,Recife,1.0,45.0,4.0,0.0,2.0,71.06400000000001
59660,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59661,Nordeste,RN,Mossoró,1.0,45.0,1.0,41.25,2.0,71.06400000000001
59662,Nordeste,PE,Caruaru,0.0,0.0,1.0,0.0,0.0,0.0
59663,Nordeste,PE,Caruaru,1.0,45.0,2.0,40.0,3.0,106.596
59664,Nordeste,PE,Caruaru,1.0,45.0,1.0,0.0,0.0,0.0
59665,Nordeste,PE,Caruaru,1.0,45.0,1.0,0.0,1.0,0.0
59666,Nordeste,PE,Caruaru,1.0,45.0,1.0,0.0,1.0,0.0
59667,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,0.0,0.0
59668,Nordeste,PE,Recife,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59669,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59670,Norte,RO,Porto Velho,2.0,90.0,1.0,0.0,1.0,5.922000000000001
59671,Nordeste,PE,Recife,1.0,45.0,2.0,0.0,2.0,71.06400000000001
59672,Nordeste,PE,Recife,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59673,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,3.0,29.61
59674,Nordeste,PE,Recife,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59675,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,1.0,5.922000000000001
59676,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59677,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,3.0,53.298
59678,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,5.0,177.66000000000003
59679,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59680,Nordeste,PE,Caruaru,1.0,45.0,1.0,0.0,2.0,71.06400000000001
59681,Nordeste,PE,Caruaru,1.0,45.0,1.0,0.0,3.0,53.298
59682,Nordeste,PE,Caruaru,1.0,45.0,1.0,0.0,0.0,0.0
59683,Nordeste,PE,Caruaru,1.0,45.0,1.0,0.0,0.0,0.0
59684,Nordeste,PE,Caruaru,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59685,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59686,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,2.0,0.0,3.0,53.298
59687,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,2.0,0.0,2.0,35.532000000000004
59688,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59689,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,2.0,71.06400000000001
59690,Nordeste,PE,Recife,1.0,45.0,1.0,0.0,3.0,53.298
59691,Nordeste,PE,Recife,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59692,Nordeste,PE,Recife,1.0,45.0,2.0,0.0,4.0,71.06400000000001
59693,Nordeste,PE,Recife,1.0,45.0,1.0,0.0,3.0,53.298
59694,Nordeste,PE,Recife,1.0,45.0,3.0,0.0,2.0,35.532000000000004
59695,Nordeste,PE,Recife,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59696,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,2.0,71.06400000000001
59697,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59698,Norte,RO,Porto Velho,0.0,0.0,1.0,0.0,2.0,94.75200000000001
59699,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,2.0,0.0,1.0,17.766000000000002
59700,Norte,RO,Porto Velho,2.0,90.0,2.0,0.0,5.0,88.83000000000001
59701,Nordeste,PE,Recife,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59702,Nordeste,PE,Recife,1.0,45.0,1.0,0.0,3.0,53.298
59703,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,2.0,0.0,3.0,53.298
59704,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,1.0,35.532000000000004
59705,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59706,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59707,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,1.0,47.376000000000005
59708,Nordeste,PE,Recife,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59709,Nordeste,PE,Recife,1.0,45.0,2.0,0.0,5.0,177.66000000000003
59710,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,2.0,71.06400000000001
59711,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,2.0,20.0,2.0,35.532000000000004
59712,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,2.0,0.0,1.0,35.532000000000004
59713,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,2.0,71.06400000000001
59714,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,2.0,0.0,0.0,0.0
59715,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,2.0,71.06400000000001
59716,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,2.0,0.0,2.0,71.06400000000001
59717,Nordeste,PE,Vitória de Santo Antão,0.0,0.0,1.0,0.0,0.0,0.0
59718,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,0.0,0.0
59719,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,2.0,0.0,1.0,35.532000000000004
59720,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,0.0,0.0
59721,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59722,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59723,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59724,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59725,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,1.0,0.6744500000000001
59726,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59727,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,1.0,9.870000000000001
59728,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,1.0,47.376000000000005
59729,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59730,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59731,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,2.0,0.0,3.0,53.298
59732,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59733,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,2.0,19.740000000000002
59734,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,2.0,71.06400000000001
59735,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,2.0,0.0,3.0,106.596
59736,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,0.0,0.0
59737,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,2.0,0.0,0.0,0.0
59738,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,0.0,0.0
59739,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59740,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,2.0,71.06400000000001
59741,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,2.0,71.06400000000001
59742,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,3.0,106.596
59743,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59744,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,1.0,9.870000000000001
59745,Nordeste,PE,Recife,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59746,Nordeste,PE,Recife,1.0,45.0,1.0,0.0,3.0,53.298
59747,Nordeste,PE,Recife,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59748,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59749,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59750,Nordeste,PE,Recife,1.0,45.0,3.0,0.0,1.0,35.532000000000004
59751,Nordeste,PE,Recife,1.0,45.0,2.0,0.0,1.0,17.766000000000002
59752,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,2.0,0.0,1.0,17.766000000000002
59753,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,1.0,3.8150000000000004
59754,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,0.0,0.0
59755,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,2.0,0.0,1.0,9.870000000000001
59756,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59757,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,0.0,0.0
59758,Nordeste,PE,Recife,2.0,90.0,1.0,0.0,2.0,35.532000000000004
59759,Nordeste,PE,Recife,1.0,45.0,3.0,0.0,2.0,35.532000000000004
59760,Nordeste,PE,Recife,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59761,Nordeste,PE,Recife,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59763,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,1.0,2.289
59764,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59765,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,2.0,11.844000000000001
59766,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59767,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,1.0,35.532000000000004
59768,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59769,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,1.0,9.870000000000001
59770,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59771,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59772,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59773,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,2.0,71.06400000000001
59774,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,2.0,71.06400000000001
59775,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,2.0,71.06400000000001
59776,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59777,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59778,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59779,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,2.0,71.06400000000001
59780,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59781,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,2.0,0.0,1.0,35.532000000000004
59782,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,3.0,53.298
59783,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,0.0,0.0
59784,Nordeste,PE,Vitória de Santo Antão,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59785,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,1.0,0.0,3.0,53.298
59786,Nordeste,PE,Jaboatão dos Guararapes,2.0,90.0,2.0,0.0,2.0,35.532000000000004
59787,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,1.0,0.0,2.0,71.06400000000001
59788,Nordeste,PE,Jaboatão dos Guararapes,0.0,0.0,1.0,0.0,1.0,35.532000000000004
59789,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,1.0,0.0,3.0,106.596
59790,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,1.0,0.0,2.0,71.06400000000001
59791,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59792,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59793,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,1.0,5.922000000000001
59794,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,2.0,0.0,3.0,53.298
59795,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59796,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,1.0,9.870000000000001
59797,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59798,Norte,RO,Porto Velho,1.0,45.0,3.0,0.0,0.0,0.0
59799,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,1.0,0.0,3.0,53.298
59800,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59801,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59802,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,1.0,9.870000000000001
59803,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,0.0,0.0
59804,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59805,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,3.0,53.298
59806,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59807,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,2.0,71.06400000000001
59808,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,1.0,0.0,3.0,53.298
59809,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59810,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,2.0,0.0,1.0,35.532000000000004
59811,Nordeste,PE,Jaboatão dos Guararapes,0.0,0.0,1.0,0.0,3.0,53.298
59812,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59813,Norte,RO,Porto Velho,2.0,90.0,2.0,0.0,0.0,0.0
59814,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,0.0,0.0
59815,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,1.0,0.6744500000000001
59817,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59818,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59819,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59820,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59821,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59822,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59823,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,1.0,0.0,1.0,12.348000000000003
59824,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,1.0,0.0,1.0,35.532000000000004
59825,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59826,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59827,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59828,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,1.0,1.49695
59829,Norte,RO,Porto Velho,2.0,90.0,1.0,0.0,4.0,39.480000000000004
59830,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,1.0,0.903
59831,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,3.0,17.766000000000002
59832,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,1.0,9.870000000000001
59833,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59834,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59835,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59836,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,1.0,9.870000000000001
59837,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,3.0,29.61
59838,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,1.0,1.1445
59839,Norte,RO,Porto Velho,2.0,90.0,1.0,0.0,1.0,2.9610000000000003
