ENTREVISTA,REGIAO,UF,MUNICIPIO,qtd_geladeira,kwh_geladeira,qtd_chuveiro_eletrico,kwh_chuveiro_eletrico,qtd_ventilador,kwh_ventilador
57093,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57095,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57096,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57097,Nordeste,PI,Parnaíba,0.0,0.0,0.0,0.0,0.0,0.0
57103,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57112,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57114,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57121,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57125,Nordeste,PI,Picos,0.0,0.0,0.0,0.0,0.0,0.0
57127,Nordeste,PI,Picos,0.0,0.0,0.0,0.0,0.0,0.0
57131,Nordeste,PI,Picos,0.0,0.0,0.0,0.0,0.0,0.0
57136,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57137,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57139,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57140,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57141,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57147,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57149,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57150,Nordeste,PI,Parnaíba,0.0,0.0,0.0,0.0,0.0,0.0
57153,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57157,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57158,Nordeste,PI,Parnaíba,0.0,0.0,0.0,0.0,0.0,0.0
57160,Nordeste,PI,Parnaíba,0.0,0.0,0.0,0.0,0.0,0.0
57164,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57166,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57167,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57168,Nordeste,PI,Parnaíba,0.0,0.0,0.0,0.0,0.0,0.0
57175,Nordeste,PI,Parnaíba,0.0,0.0,0.0,0.0,0.0,0.0
57180,Nordeste,PI,Parnaíba,0.0,0.0,0.0,0.0,0.0,0.0
57182,Nordeste,PI,Picos,0.0,0.0,0.0,0.0,0.0,0.0
57187,Nordeste,PI,Picos,0.0,0.0,0.0,0.0,0.0,0.0
57205,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57206,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57209,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57212,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57216,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57218,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57220,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57223,Nordeste,PI,Picos,0.0,0.0,0.0,0.0,0.0,0.0
57227,Nordeste,PI,Picos,0.0,0.0,0.0,0.0,0.0,0.0
57229,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57230,Nordeste,PI,Parnaíba,0.0,0.0,0.0,0.0,0.0,0.0
57235,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57237,Nordeste,PI,Parnaíba,0.0,0.0,0.0,0.0,0.0,0.0
57243,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57245,Nordeste,PI,Parnaíba,0.0,0.0,0.0,0.0,0.0,0.0
57247,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57248,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57251,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57252,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57253,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57254,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57263,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57268,Nordeste,PI,Parnaíba,0.0,0.0,0.0,0.0,0.0,0.0
57270,Nordeste,PI,Picos,0.0,0.0,0.0,0.0,0.0,0.0
57279,Nordeste,PI,Picos,0.0,0.0,0.0,0.0,0.0,0.0
57280,Nordeste,PI,Picos,0.0,0.0,0.0,0.0,0.0,0.0
57282,Nordeste,PI,Picos,0.0,0.0,0.0,0.0,0.0,0.0
57290,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57291,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57293,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57294,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57295,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57300,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57302,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57305,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57309,Nordeste,PI,Parnaíba,0.0,0.0,0.0,0.0,0.0,0.0
57322,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57323,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57324,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57325,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57328,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57331,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57336,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57337,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57341,Nordeste,PI,Parnaíba,0.0,0.0,0.0,0.0,0.0,0.0
57342,Nordeste,PI,Parnaíba,0.0,0.0,0.0,0.0,0.0,0.0
57362,Nordeste,PI,Picos,0.0,0.0,0.0,0.0,0.0,0.0
57377,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57381,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57384,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57389,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57390,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57394,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57395,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57398,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57400,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57402,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57417,Nordeste,PI,Picos,0.0,0.0,0.0,0.0,0.0,0.0
57427,Nordeste,PI,Picos,0.0,0.0,0.0,0.0,0.0,0.0
57428,Nordeste,PI,Picos,0.0,0.0,0.0,0.0,0.0,0.0
57432,Nordeste,PI,Parnaíba,0.0,0.0,0.0,0.0,0.0,0.0
57433,Nordeste,PI,Parnaíba,0.0,0.0,0.0,0.0,0.0,0.0
57434,Nordeste,PI,Parnaíba,0.0,0.0,0.0,0.0,0.0,0.0
57440,Nordeste,PI,Parnaíba,0.0,0.0,0.0,0.0,0.0,0.0
57441,Nordeste,PI,Parnaíba,0.0,0.0,0.0,0.0,0.0,0.0
57442,Nordeste,PI,Parnaíba,0.0,0.0,0.0,0.0,0.0,0.0
57443,Nordeste,PI,Parnaíba,0.0,0.0,0.0,0.0,0.0,0.0
57444,Nordeste,PI,Parnaíba,0.0,0.0,0.0,0.0,0.0,0.0
57451,Nordeste,PI,Parnaíba,0.0,0.0,0.0,0.0,0.0,0.0
57452,Nordeste,PI,Floriano,0.0,0.0,0.0,0.0,0.0,0.0
57455,Nordeste,PI,Floriano,0.0,0.0,0.0,0.0,0.0,0.0
57457,Nordeste,PI,Floriano,0.0,0.0,0.0,0.0,0.0,0.0
57471,Nordeste,PI,Floriano,0.0,0.0,0.0,0.0,0.0,0.0
57475,Nordeste,PI,Floriano,0.0,0.0,0.0,0.0,0.0,0.0
57479,Nordeste,PI,Parnaíba,0.0,0.0,0.0,0.0,0.0,0.0
57483,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57484,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57488,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57490,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57493,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57495,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57498,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57501,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57504,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57508,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57509,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57511,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57512,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57513,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57515,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57517,Nordeste,PI,Floriano,0.0,0.0,0.0,0.0,0.0,0.0
57523,Nordeste,PI,Floriano,0.0,0.0,0.0,0.0,0.0,0.0
57531,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57533,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57535,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57541,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57544,Nordeste,PI,Parnaíba,0.0,0.0,0.0,0.0,0.0,0.0
57549,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
57553,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
57556,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
57564,Nordeste,PI,Floriano,0.0,0.0,0.0,0.0,0.0,0.0
57569,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
57570,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
57571,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
57572,Nordeste,PI,Floriano,0.0,0.0,0.0,0.0,0.0,0.0
57573,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57591,Nordeste,PI,Floriano,0.0,0.0,0.0,0.0,0.0,0.0
57592,Nordeste,PI,Floriano,0.0,0.0,0.0,0.0,0.0,0.0
57595,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
57597,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
57598,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57601,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57606,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
57612,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57614,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
57615,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57619,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
57632,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
57649,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
57650,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
57656,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57659,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57662,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57664,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57665,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57668,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57670,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
57675,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57678,Nordeste,PI,Parnaíba,0.0,0.0,0.0,0.0,0.0,0.0
57680,Nordeste,PI,Parnaíba,0.0,0.0,0.0,0.0,0.0,0.0
57681,Nordeste,PI,Parnaíba,0.0,0.0,0.0,0.0,0.0,0.0
57688,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
57694,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57699,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57704,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57708,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57726,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57727,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57728,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57730,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
57731,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
57732,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57735,Nordeste,PI,Teresina,0.0,0.0,0.0,0.0,0.0,0.0
57741,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
57742,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
57744,Nordeste,PI,Parnaíba,0.0,0.0,0.0,0.0,0.0,0.0
57745,Nordeste,PI,Parnaíba,0.0,0.0,0.0,0.0,0.0,0.0
57746,Nordeste,PI,Parnaíba,0.0,0.0,0.0,0.0,0.0,0.0
57747,Nordeste,PI,Parnaíba,0.0,0.0,0.0,0.0,0.0,0.0
57748,Nordeste,PI,Parnaíba,0.0,0.0,0.0,0.0,0.0,0.0
57749,Nordeste,PI,Parnaíba,0.0,0.0,0.0,0.0,0.0,0.0
57781,Nordeste,MA,Caxias,0.0,0.0,0.0,0.0,0.0,0.0
57785,Nordeste,MA,Caxias,0.0,0.0,0.0,0.0,0.0,0.0
57787,Nordeste,MA,Caxias,0.0,0.0,0.0,0.0,0.0,0.0
57792,Nordeste,MA,Caxias,0.0,0.0,0.0,0.0,0.0,0.0
57795,Nordeste,MA,Caxias,0.0,0.0,0.0,0.0,0.0,0.0
57797,Nordeste,MA,Caxias,0.0,0.0,0.0,0.0,0.0,0.0
57798,Nordeste,MA,Caxias,0.0,0.0,0.0,0.0,0.0,0.0
57800,Nordeste,MA,Caxias,0.0,0.0,0.0,0.0,0.0,0.0
57801,Nordeste,MA,Caxias,0.0,0.0,0.0,0.0,0.0,0.0
57802,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
57812,Nordeste,MA,Caxias,0.0,0.0,0.0,0.0,0.0,0.0
57814,Nordeste,MA,Caxias,0.0,0.0,0.0,0.0,0.0,0.0
57823,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
57825,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
57826,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
57828,Nordeste,MA,Caxias,0.0,0.0,0.0,0.0,0.0,0.0
57830,Nordeste,MA,Caxias,0.0,0.0,0.0,0.0,0.0,0.0
57831,Nordeste,MA,Caxias,0.0,0.0,0.0,0.0,0.0,0.0
57834,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
57838,Nordeste,MA,Caxias,0.0,0.0,0.0,0.0,0.0,0.0
57839,Nordeste,MA,Caxias,0.0,0.0,0.0,0.0,0.0,0.0
57840,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
57854,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
57855,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
57857,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
57864,Nordeste,PI,Floriano,0.0,0.0,0.0,0.0,0.0,0.0
57867,Nordeste,PI,Floriano,0.0,0.0,0.0,0.0,0.0,0.0
57872,Nordeste,PI,Floriano,0.0,0.0,0.0,0.0,0.0,0.0
57873,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
57876,Norte,AC,Cruzeiro do Sul,0.0,0.0,0.0,0.0,0.0,0.0
57878,Norte,AC,Cruzeiro do Sul,0.0,0.0,0.0,0.0,0.0,0.0
57884,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
57892,Nordeste,MA,Caxias,0.0,0.0,0.0,0.0,0.0,0.0
57896,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
57909,Norte,AC,Cruzeiro do Sul,0.0,0.0,0.0,0.0,0.0,0.0
57912,Nordeste,MA,Bacabal,0.0,0.0,0.0,0.0,0.0,0.0
57914,Nordeste,MA,Bacabal,0.0,0.0,0.0,0.0,0.0,0.0
57917,Nordeste,MA,Bacabal,0.0,0.0,0.0,0.0,0.0,0.0
57918,Nordeste,MA,Bacabal,0.0,0.0,0.0,0.0,0.0,0.0
57922,Nordeste,MA,Balsas,0.0,0.0,0.0,0.0,0.0,0.0
57928,Nordeste,MA,Balsas,0.0,0.0,0.0,0.0,0.0,0.0
57943,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
57944,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
57946,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
57948,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
57951,Norte,AC,Cruzeiro do Sul,0.0,0.0,0.0,0.0,0.0,0.0
57952,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
57954,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
57958,Norte,AC,Cruzeiro do Sul,0.0,0.0,0.0,0.0,0.0,0.0
57960,Norte,AC,Cruzeiro do Sul,0.0,0.0,0.0,0.0,0.0,0.0
57967,Nordeste,MA,Caxias,0.0,0.0,0.0,0.0,0.0,0.0
57988,Nordeste,MA,Caxias,0.0,0.0,0.0,0.0,0.0,0.0
57991,Nordeste,MA,Caxias,0.0,0.0,0.0,0.0,0.0,0.0
57992,Nordeste,MA,Caxias,0.0,0.0,0.0,0.0,0.0,0.0
57993,Nordeste,MA,Caxias,0.0,0.0,0.0,0.0,0.0,0.0
57995,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
57996,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
58002,Nordeste,MA,Bacabal,0.0,0.0,0.0,0.0,0.0,0.0
58016,Nordeste,MA,Bacabal,0.0,0.0,0.0,0.0,0.0,0.0
58024,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
58025,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
58026,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
58027,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
58041,Nordeste,MA,Imperatriz,0.0,0.0,0.0,0.0,0.0,0.0
58043,Nordeste,MA,Imperatriz,0.0,0.0,0.0,0.0,0.0,0.0
58051,Nordeste,MA,Imperatriz,0.0,0.0,0.0,0.0,0.0,0.0
58053,Nordeste,MA,Imperatriz,0.0,0.0,0.0,0.0,0.0,0.0
58055,Nordeste,MA,Imperatriz,0.0,0.0,0.0,0.0,0.0,0.0
58059,Nordeste,MA,Imperatriz,0.0,0.0,0.0,0.0,0.0,0.0
58061,Nordeste,MA,Imperatriz,0.0,0.0,0.0,0.0,0.0,0.0
58064,Nordeste,MA,Balsas,0.0,0.0,0.0,0.0,0.0,0.0
58069,Nordeste,MA,Caxias,0.0,0.0,0.0,0.0,0.0,0.0
58070,Nordeste,MA,Caxias,0.0,0.0,0.0,0.0,0.0,0.0
58074,Nordeste,MA,Caxias,0.0,0.0,0.0,0.0,0.0,0.0
58077,Nordeste,MA,Caxias,0.0,0.0,0.0,0.0,0.0,0.0
58078,Nordeste,MA,Caxias,0.0,0.0,0.0,0.0,0.0,0.0
58079,Nordeste,MA,Caxias,0.0,0.0,0.0,0.0,0.0,0.0
58080,Nordeste,MA,Caxias,0.0,0.0,0.0,0.0,0.0,0.0
58089,Nordeste,MA,Caxias,0.0,0.0,0.0,0.0,0.0,0.0
58090,Nordeste,MA,Caxias,0.0,0.0,0.0,0.0,0.0,0.0
58091,Nordeste,MA,Caxias,0.0,0.0,0.0,0.0,0.0,0.0
58093,Nordeste,MA,Caxias,0.0,0.0,0.0,0.0,0.0,0.0
58095,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
58103,Nordeste,MA,Caxias,0.0,0.0,0.0,0.0,0.0,0.0
58106,Nordeste,MA,Caxias,0.0,0.0,0.0,0.0,0.0,0.0
58108,Nordeste,MA,Caxias,0.0,0.0,0.0,0.0,0.0,0.0
58110,Nordeste,MA,Caxias,0.0,0.0,0.0,0.0,0.0,0.0
58111,Norte,AC,Cruzeiro do Sul,0.0,0.0,0.0,0.0,0.0,0.0
58112,Norte,AC,Cruzeiro do Sul,0.0,0.0,0.0,0.0,0.0,0.0
58115,Nordeste,MA,Caxias,0.0,0.0,0.0,0.0,0.0,0.0
58119,Norte,AC,Cruzeiro do Sul,0.0,0.0,0.0,0.0,0.0,0.0
58120,Norte,AC,Cruzeiro do Sul,0.0,0.0,0.0,0.0,0.0,0.0
58123,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
58124,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
58129,Norte,AC,Cruzeiro do Sul,0.0,0.0,0.0,0.0,0.0,0.0
58145,Nordeste,MA,Bacabal,0.0,0.0,0.0,0.0,0.0,0.0
58157,Nordeste,MA,Imperatriz,0.0,0.0,0.0,0.0,0.0,0.0
58158,Nordeste,MA,Imperatriz,0.0,0.0,0.0,0.0,0.0,0.0
58159,Nordeste,MA,Imperatriz,0.0,0.0,0.0,0.0,0.0,0.0
58160,Nordeste,MA,Imperatriz,0.0,0.0,0.0,0.0,0.0,0.0
58163,Nordeste,MA,Imperatriz,0.0,0.0,0.0,0.0,0.0,0.0
58168,Norte,AC,Cruzeiro do Sul,0.0,0.0,0.0,0.0,0.0,0.0
58171,Norte,AC,Cruzeiro do Sul,0.0,0.0,0.0,0.0,0.0,0.0
58174,Norte,AC,Cruzeiro do Sul,0.0,0.0,0.0,0.0,0.0,0.0
58175,Norte,AC,Cruzeiro do Sul,0.0,0.0,0.0,0.0,0.0,0.0
58176,Norte,AC,Cruzeiro do Sul,0.0,0.0,0.0,0.0,0.0,0.0
58178,Norte,AC,Cruzeiro do Sul,0.0,0.0,0.0,0.0,0.0,0.0
58181,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
58183,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
58185,Norte,RO,Porto Velho,0.0,0.0,0.0,0.0,0.0,0.0
58186,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
58187,Nordeste,MA,Imperatriz,0.0,0.0,0.0,0.0,0.0,0.0
58190,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
58194,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
58195,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
58200,Nordeste,MA,Imperatriz,0.0,0.0,0.0,0.0,0.0,0.0
58201,Nordeste,MA,Imperatriz,0.0,0.0,0.0,0.0,0.0,0.0
58208,Nordeste,MA,São Luís,0.0,0.0,0.0,0.0,0.0,0.0
58218,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
58219,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
58220,Nordeste,MA,São Luís,0.0,0.0,0.0,0.0,0.0,0.0
58223,Nordeste,MA,São Luís,0.0,0.0,0.0,0.0,0.0,0.0
58224,Nordeste,MA,São Luís,0.0,0.0,0.0,0.0,0.0,0.0
58227,Nordeste,MA,São Luís,0.0,0.0,0.0,0.0,0.0,0.0
58228,Nordeste,MA,São Luís,0.0,0.0,0.0,0.0,0.0,0.0
58232,Nordeste,MA,São Luís,0.0,0.0,0.0,0.0,0.0,0.0
58233,Nordeste,MA,São Luís,0.0,0.0,0.0,0.0,0.0,0.0
58234,Norte,RO,Porto Velho,0.0,0.0,0.0,0.0,0.0,0.0
58235,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
58237,Nordeste,MA,São Luís,0.0,0.0,0.0,0.0,0.0,0.0
58242,Nordeste,MA,São Luís,0.0,0.0,0.0,0.0,0.0,0.0
58243,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
58244,Nordeste,MA,São Luís,0.0,0.0,0.0,0.0,0.0,0.0
58248,Nordeste,MA,São Luís,0.0,0.0,0.0,0.0,0.0,0.0
58249,Nordeste,MA,São Luís,0.0,0.0,0.0,0.0,0.0,0.0
58251,Nordeste,MA,São Luís,0.0,0.0,0.0,0.0,0.0,0.0
58255,Nordeste,MA,São Luís,0.0,0.0,0.0,0.0,0.0,0.0
58256,Nordeste,MA,São Luís,0.0,0.0,0.0,0.0,0.0,0.0
58259,Nordeste,MA,São Luís,0.0,0.0,0.0,0.0,0.0,0.0
58261,Nordeste,MA,São Luís,0.0,0.0,0.0,0.0,0.0,0.0
58262,Nordeste,MA,São Luís,0.0,0.0,0.0,0.0,0.0,0.0
58265,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
58266,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
58267,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
58269,Norte,AC,Rio Branco,0.0,0.0,0.0,0.0,0.0,0.0
58280,Nordeste,MA,Imperatriz,0.0,0.0,0.0,0.0,0.0,0.0
58286,Nordeste,MA,Imperatriz,0.0,0.0,0.0,0.0,0.0,0.0
58289,Nordeste,MA,Imperatriz,0.0,0.0,0.0,0.0,0.0,0.0
58295,Nordeste,MA,São Luís,0.0,0.0,0.0,0.0,0.0,0.0
58299,Nordeste,MA,São Luís,0.0,0.0,0.0,0.0,0.0,0.0
58301,Nordeste,MA,São Luís,0.0,0.0,0.0,0.0,0.0,0.0
58303,Nordeste,MA,São Luís,0.0,0.0,0.0,0.0,0.0,0.0
