ENTREVISTA,REGIAO,UF,MUNICIPIO,qtd_geladeira,kwh_geladeira,kwh_categoria_refrigeracao
61792,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61793,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61794,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61795,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61796,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61797,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61798,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61799,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61800,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61801,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61802,Norte,PA,Belém,1.0,45.0,45.0
61803,Norte,PA,Belém,1.0,45.0,45.0
61805,Norte,PA,Belém,1.0,45.0,45.0
61806,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61807,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61808,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61809,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61810,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61811,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61812,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61813,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61814,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61815,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61816,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61817,Norte,PA,Belém,1.0,45.0,45.0
61818,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61819,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61820,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61821,Nordeste,BA,Alagoinhas,0.0,0.0,0.0
61822,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61823,Norte,PA,Belém,1.0,45.0,45.0
61824,Norte,PA,Belém,1.0,45.0,45.0
61825,Norte,PA,Belém,1.0,45.0,45.0
61826,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61827,Norte,PA,Belém,1.0,45.0,45.0
61828,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61829,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61830,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61831,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61832,Norte,PA,Belém,1.0,45.0,45.0
61834,Norte,PA,Belém,1.0,45.0,45.0
61835,Norte,PA,Belém,1.0,45.0,45.0
61837,Norte,PA,Belém,2.0,90.0,90.0
61838,Norte,PA,Belém,1.0,45.0,45.0
61840,Norte,PA,Belém,1.0,45.0,45.0
61841,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61842,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61843,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61844,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61845,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61846,Norte,PA,Belém,1.0,45.0,45.0
61847,Norte,PA,Belém,1.0,45.0,45.0
61848,Norte,PA,Belém,1.0,45.0,45.0
61849,Norte,PA,Belém,1.0,45.0,45.0
61850,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61851,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61852,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61853,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61854,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61855,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61856,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61857,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61858,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61859,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61860,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61861,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61862,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61863,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61864,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61865,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61866,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61867,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61868,Nordeste,BA,Alagoinhas,2.0,90.0,90.0
61869,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61870,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61871,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61872,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61873,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61874,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61875,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61876,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61877,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61878,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61879,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61880,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61881,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61882,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61883,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61884,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61886,Norte,PA,Belém,1.0,45.0,45.0
61887,Norte,PA,Belém,1.0,45.0,45.0
61888,Norte,PA,Belém,1.0,45.0,45.0
61889,Norte,PA,Belém,1.0,45.0,45.0
61890,Norte,PA,Belém,1.0,45.0,45.0
61891,Norte,PA,Belém,1.0,45.0,45.0
61892,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61893,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61894,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61895,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61896,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61897,Norte,PA,Belém,1.0,45.0,45.0
61898,Norte,PA,Belém,1.0,45.0,45.0
61899,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61900,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61901,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61902,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61903,Nordeste,BA,Alagoinhas,0.0,0.0,0.0
61904,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61905,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61906,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61907,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61908,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61909,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61910,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61911,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61912,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61913,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61914,Norte,PA,Belém,1.0,45.0,45.0
61915,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61916,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61917,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61918,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61919,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61920,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61921,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61922,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61923,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61924,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61925,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61926,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61927,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61928,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61929,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61930,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61931,Norte,PA,Belém,1.0,45.0,45.0
61932,Norte,AP,Macapá,1.0,45.0,45.0
61933,Norte,AP,Macapá,1.0,45.0,45.0
61934,Norte,AP,Macapá,1.0,45.0,45.0
61935,Norte,AP,Macapá,1.0,45.0,45.0
61936,Norte,AP,Macapá,1.0,45.0,45.0
61937,Norte,AP,Macapá,1.0,45.0,45.0
61938,Norte,AP,Macapá,0.0,0.0,0.0
61939,Norte,AP,Macapá,1.0,45.0,45.0
61940,Norte,AP,Macapá,1.0,45.0,45.0
61941,Norte,AP,Macapá,1.0,45.0,45.0
61942,Norte,PA,Belém,1.0,45.0,45.0
61943,Norte,AP,Macapá,1.0,45.0,45.0
61944,Norte,AP,Macapá,1.0,45.0,45.0
61945,Norte,AP,Macapá,0.0,0.0,0.0
61946,Norte,AP,Macapá,1.0,45.0,45.0
61947,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61948,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61949,Norte,PA,Belém,1.0,45.0,45.0
61950,Norte,PA,Belém,1.0,45.0,45.0
61951,Norte,PA,Belém,1.0,45.0,45.0
61952,Norte,AP,Macapá,1.0,45.0,45.0
61953,Norte,AP,Macapá,1.0,45.0,45.0
61954,Norte,PA,Belém,1.0,45.0,45.0
61955,Norte,AP,Macapá,0.0,0.0,0.0
61956,Norte,AP,Macapá,1.0,45.0,45.0
61957,Norte,AP,Macapá,1.0,45.0,45.0
61958,Norte,AP,Macapá,1.0,45.0,45.0
61959,Norte,PA,Belém,1.0,45.0,45.0
61960,Norte,PA,Belém,1.0,45.0,45.0
61961,Norte,PA,Belém,1.0,45.0,45.0
61962,Norte,PA,Belém,1.0,45.0,45.0
61963,Norte,PA,Belém,1.0,45.0,45.0
61965,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61966,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61967,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61968,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61969,Norte,AP,Macapá,1.0,45.0,45.0
61970,Norte,AP,Macapá,1.0,45.0,45.0
61971,Norte,AP,Macapá,1.0,45.0,45.0
61972,Norte,AP,Macapá,1.0,45.0,45.0
61973,Norte,AP,Macapá,1.0,45.0,45.0
61974,Norte,AP,Macapá,1.0,45.0,45.0
61975,Norte,AP,Macapá,1.0,45.0,45.0
61976,Norte,AP,Macapá,1.0,45.0,45.0
61977,Norte,AP,Macapá,1.0,45.0,45.0
61978,Norte,AP,Macapá,1.0,45.0,45.0
61979,Norte,AP,Macapá,1.0,45.0,45.0
61980,Norte,AP,Macapá,1.0,45.0,45.0
61982,Norte,AP,Macapá,1.0,45.0,45.0
61983,Norte,AP,Macapá,1.0,45.0,45.0
61984,Norte,AP,Macapá,1.0,45.0,45.0
61985,Norte,AP,Macapá,0.0,0.0,0.0
61986,Norte,AP,Macapá,1.0,45.0,45.0
61987,Norte,AP,Macapá,1.0,45.0,45.0
61988,Norte,AP,Macapá,1.0,45.0,45.0
61989,Norte,AP,Macapá,1.0,45.0,45.0
61990,Norte,AP,Macapá,1.0,45.0,45.0
61991,Norte,AP,Macapá,1.0,45.0,45.0
61992,Norte,AP,Macapá,1.0,45.0,45.0
61993,Norte,PA,Belém,1.0,45.0,45.0
61994,Norte,PA,Belém,1.0,45.0,45.0
61995,Norte,AP,Macapá,1.0,45.0,45.0
61996,Norte,AP,Macapá,1.0,45.0,45.0
61997,Norte,PA,Belém,1.0,45.0,45.0
61998,Norte,AP,Macapá,1.0,45.0,45.0
61999,Norte,RO,Ji-Paraná,1.0,45.0,45.0
62000,Norte,RO,Ji-Paraná,1.0,45.0,45.0
62001,Norte,RO,Ji-Paraná,1.0,45.0,45.0
62002,Norte,RO,Ji-Paraná,1.0,45.0,45.0
62003,Norte,PA,Belém,1.0,45.0,45.0
62004,Norte,AP,Macapá,1.0,45.0,45.0
62005,Norte,RO,Ji-Paraná,1.0,45.0,45.0
62006,Norte,RO,Ji-Paraná,1.0,45.0,45.0
62007,Norte,RO,Ji-Paraná,1.0,45.0,45.0
62008,Norte,RO,Ji-Paraná,1.0,45.0,45.0
62009,Norte,PA,Belém,2.0,90.0,90.0
62010,Norte,AP,Macapá,1.0,45.0,45.0
62011,Nordeste,BA,Salvador,1.0,45.0,45.0
62012,Nordeste,BA,Salvador,1.0,45.0,45.0
62013,Nordeste,BA,Salvador,1.0,45.0,45.0
62014,Nordeste,BA,Salvador,1.0,45.0,45.0
62015,Nordeste,BA,Salvador,1.0,45.0,45.0
62016,Norte,PA,Belém,1.0,45.0,45.0
62018,Norte,AP,Macapá,1.0,45.0,45.0
62019,Norte,PA,Belém,1.0,45.0,45.0
62020,Norte,AP,Macapá,1.0,45.0,45.0
62021,Norte,PA,Belém,1.0,45.0,45.0
62022,Norte,PA,Belém,1.0,45.0,45.0
62024,Norte,AP,Macapá,1.0,45.0,45.0
62025,Norte,AP,Macapá,1.0,45.0,45.0
62026,Norte,AP,Macapá,1.0,45.0,45.0
62027,Norte,PA,Belém,1.0,45.0,45.0
62028,Norte,AP,Macapá,1.0,45.0,45.0
62029,Norte,AP,Macapá,1.0,45.0,45.0
62030,Norte,AP,Macapá,1.0,45.0,45.0
62031,Norte,AP,Macapá,1.0,45.0,45.0
62032,Nordeste,BA,Salvador,1.0,45.0,45.0
62033,Nordeste,BA,Salvador,1.0,45.0,45.0
62034,Nordeste,BA,Salvador,1.0,45.0,45.0
62035,Nordeste,BA,Salvador,1.0,45.0,45.0
62036,Nordeste,BA,Salvador,1.0,45.0,45.0
62037,Norte,AP,Macapá,2.0,90.0,90.0
62038,Norte,AP,Macapá,1.0,45.0,45.0
62039,Norte,AP,Macapá,1.0,45.0,45.0
62040,Norte,AP,Macapá,1.0,45.0,45.0
62041,Norte,AP,Macapá,1.0,45.0,45.0
62042,Norte,AP,Macapá,1.0,45.0,45.0
62043,Norte,AP,Macapá,1.0,45.0,45.0
62044,Nordeste,BA,Salvador,1.0,45.0,45.0
62045,Nordeste,BA,Salvador,1.0,45.0,45.0
62046,Nordeste,BA,Salvador,1.0,45.0,45.0
62047,Nordeste,BA,Salvador,1.0,45.0,45.0
62048,Nordeste,BA,Salvador,1.0,45.0,45.0
62049,Norte,AP,Macapá,1.0,45.0,45.0
62050,Norte,RO,Ji-Paraná,1.0,45.0,45.0
62051,Norte,RO,Ji-Paraná,1.0,45.0,45.0
62052,Norte,RO,Ji-Paraná,1.0,45.0,45.0
62053,Norte,RO,Ji-Paraná,1.0,45.0,45.0
62054,Norte,RO,Ji-Paraná,1.0,45.0,45.0
62055,Norte,RO,Ji-Paraná,1.0,45.0,45.0
62056,Norte,RO,Ji-Paraná,1.0,45.0,45.0
62057,Norte,RO,Ji-Paraná,1.0,45.0,45.0
62058,Norte,RO,Ji-Paraná,1.0,45.0,45.0
62059,Norte,RO,Ji-Paraná,1.0,45.0,45.0
62060,Norte,RO,Ji-Paraná,1.0,45.0,45.0
62061,Norte,RO,Ji-Paraná,1.0,45.0,45.0
62062,Norte,AP,Macapá,1.0,45.0,45.0
62063,Norte,AP,Macapá,1.0,45.0,45.0
62064,Norte,AP,Macapá,1.0,45.0,45.0
62065,Norte,AP,Macapá,1.0,45.0,45.0
62066,Norte,AP,Macapá,1.0,45.0,45.0
62067,Norte,AP,Macapá,1.0,45.0,45.0
62068,Norte,AP,Macapá,1.0,45.0,45.0
62069,Norte,AP,Macapá,1.0,45.0,45.0
62070,Norte,AP,Macapá,1.0,45.0,45.0
62071,Norte,AP,Macapá,1.0,45.0,45.0
62072,Norte,AP,Macapá,1.0,45.0,45.0
62073,Norte,AP,Macapá,2.0,90.0,90.0
62075,Norte,AP,Macapá,1.0,45.0,45.0
62076,Norte,AP,Macapá,0.0,0.0,0.0
62077,Norte,AP,Macapá,1.0,45.0,45.0
62078,Norte,AP,Macapá,2.0,90.0,90.0
62079,Norte,AP,Macapá,1.0,45.0,45.0
62080,Norte,AP,Macapá,1.0,45.0,45.0
62081,Norte,AP,Macapá,1.0,45.0,45.0
62082,Norte,AP,Macapá,1.0,45.0,45.0
62083,Norte,RO,Ji-Paraná,1.0,45.0,45.0
62084,Norte,RO,Ji-Paraná,1.0,45.0,45.0
62085,Nordeste,BA,Salvador,1.0,45.0,45.0
62086,Nordeste,BA,Salvador,1.0,45.0,45.0
62087,Nordeste,BA,Salvador,1.0,45.0,45.0
62088,Nordeste,BA,Salvador,1.0,45.0,45.0
62089,Nordeste,BA,Salvador,1.0,45.0,45.0
62090,Norte,AP,Macapá,1.0,45.0,45.0
62091,Norte,AP,Macapá,1.0,45.0,45.0
62092,Norte,AP,Macapá,1.0,45.0,45.0
62093,Norte,AP,Macapá,0.0,0.0,0.0
62094,Norte,AP,Macapá,1.0,45.0,45.0
62095,Norte,AP,Macapá,1.0,45.0,45.0
62096,Norte,AP,Macapá,1.0,45.0,45.0
62097,Norte,AP,Macapá,1.0,45.0,45.0
62098,Norte,AP,Macapá,1.0,45.0,45.0
62099,Norte,AP,Macapá,1.0,45.0,45.0
62100,Norte,AP,Macapá,1.0,45.0,45.0
62101,Norte,AP,Macapá,1.0,45.0,45.0
62102,Norte,RO,Ji-Paraná,1.0,45.0,45.0
62103,Norte,RO,Ji-Paraná,1.0,45.0,45.0
62104,Norte,RO,Ji-Paraná,1.0,45.0,45.0
62105,Norte,AP,Macapá,1.0,45.0,45.0
62106,Norte,RO,Ji-Paraná,1.0,45.0,45.0
62107,Norte,RO,Ji-Paraná,1.0,45.0,45.0
62108,Norte,RO,Ji-Paraná,1.0,45.0,45.0
62109,Norte,AP,Macapá,1.0,45.0,45.0
62110,Norte,AP,Macapá,1.0,45.0,45.0
62111,Norte,AP,Macapá,1.0,45.0,45.0
62112,Norte,AP,Macapá,1.0,45.0,45.0
62113,Norte,AP,Macapá,1.0,45.0,45.0
62114,Norte,AP,Macapá,0.0,0.0,0.0
62115,Norte,AP,Macapá,1.0,45.0,45.0
62116,Norte,AP,Macapá,1.0,45.0,45.0
62117,Norte,AP,Macapá,1.0,45.0,45.0
62118,Norte,AP,Macapá,1.0,45.0,45.0
62119,Norte,AP,Macapá,1.0,45.0,45.0
62120,Norte,AP,Macapá,1.0,45.0,45.0
62121,Norte,RO,Ji-Paraná,2.0,90.0,90.0
62122,Norte,RO,Ji-Paraná,1.0,45.0,45.0
62123,Norte,RO,Ji-Paraná,1.0,45.0,45.0
62124,Norte,RO,Ji-Paraná,1.0,45.0,45.0
62125,Norte,RO,Ji-Paraná,1.0,45.0,45.0
62126,Norte,RO,Ji-Paraná,1.0,45.0,45.0
62127,Norte,RO,Ji-Paraná,1.0,45.0,45.0
62128,Norte,RO,Ji-Paraná,1.0,45.0,45.0
62129,Norte,RO,Ji-Paraná,1.0,45.0,45.0
62132,Norte,AP,Macapá,1.0,45.0,45.0
62133,Norte,AP,Macapá,1.0,45.0,45.0
62134,Norte,AP,Macapá,1.0,45.0,45.0
62135,Norte,AP,Macapá,1.0,45.0,45.0
62136,Norte,AP,Macapá,1.0,45.0,45.0
62138,Norte,AP,Macapá,2.0,90.0,90.0
62140,Norte,AP,Macapá,2.0,90.0,90.0
62141,Norte,AP,Macapá,1.0,45.0,45.0
62142,Norte,AP,Macapá,1.0,45.0,45.0
62143,Norte,AP,Macapá,1.0,45.0,45.0
62144,Norte,AP,Macapá,1.0,45.0,45.0
62145,Norte,AP,Macapá,1.0,45.0,45.0
62146,Norte,AP,Macapá,1.0,45.0,45.0
62148,Norte,AP,Macapá,1.0,45.0,45.0
62149,Norte,AP,Macapá,1.0,45.0,45.0
62150,Norte,AP,Macapá,1.0,45.0,45.0
62151,Norte,AP,Macapá,1.0,45.0,45.0
62152,Norte,AP,Macapá,1.0,45.0,45.0
62153,Norte,AP,Macapá,2.0,90.0,90.0
62154,Norte,RO,Ji-Paraná,1.0,45.0,45.0
62155,Norte,RO,Ji-Paraná,1.0,45.0,45.0
62156,Norte,RO,Ji-Paraná,1.0,45.0,45.0
62157,Norte,RO,Ji-Paraná,1.0,45.0,45.0
62158,Norte,RO,Ji-Paraná,1.0,45.0,45.0
62159,Norte,RO,Ji-Paraná,1.0,45.0,45.0
62160,Norte,RO,Ji-Paraná,1.0,45.0,45.0
62161,Norte,RO,Ji-Paraná,1.0,45.0,45.0
62162,Norte,RO,Ji-Paraná,1.0,45.0,45.0
62163,Norte,RO,Ji-Paraná,1.0,45.0,45.0
62164,Norte,RO,Ji-Paraná,1.0,45.0,45.0
62165,Norte,PA,Abaetetuba,1.0,45.0,45.0
62166,Nordeste,BA,Itabuna,1.0,45.0,45.0
62167,Nordeste,BA,Itabuna,1.0,45.0,45.0
62168,Nordeste,BA,Itabuna,1.0,45.0,45.0
62169,Nordeste,BA,Itabuna,1.0,45.0,45.0
62170,Nordeste,BA,Itabuna,1.0,45.0,45.0
62171,Nordeste,BA,Itabuna,1.0,45.0,45.0
62172,Nordeste,BA,Itabuna,1.0,45.0,45.0
62173,Nordeste,BA,Itabuna,1.0,45.0,45.0
62174,Nordeste,BA,Itabuna,1.0,45.0,45.0
62175,Nordeste,BA,Itabuna,1.0,45.0,45.0
62176,Norte,PA,Abaetetuba,1.0,45.0,45.0
62177,Norte,PA,Abaetetuba,1.0,45.0,45.0
62178,Norte,PA,Abaetetuba,1.0,45.0,45.0
62179,Norte,PA,Abaetetuba,1.0,45.0,45.0
62180,Norte,PA,Abaetetuba,1.0,45.0,45.0
62182,Norte,PA,Abaetetuba,1.0,45.0,45.0
62184,Norte,PA,Abaetetuba,1.0,45.0,45.0
62185,Nordeste,BA,Itabuna,1.0,45.0,45.0
62186,Nordeste,BA,Itabuna,1.0,45.0,45.0
62187,Nordeste,BA,Itabuna,1.0,45.0,45.0
62188,Nordeste,BA,Itabuna,1.0,45.0,45.0
62189,Nordeste,BA,Itabuna,1.0,45.0,45.0
62190,Norte,PA,Abaetetuba,1.0,45.0,45.0
62191,Norte,PA,Abaetetuba,1.0,45.0,45.0
62192,Nordeste,BA,Itabuna,1.0,45.0,45.0
62193,Nordeste,BA,Itabuna,1.0,45.0,45.0
62194,Nordeste,BA,Itabuna,1.0,45.0,45.0
62195,Nordeste,BA,Itabuna,1.0,45.0,45.0
62196,Nordeste,BA,Itabuna,1.0,45.0,45.0
62197,Norte,AP,Macapá,1.0,45.0,45.0
62198,Norte,AP,Macapá,1.0,45.0,45.0
62199,Norte,AP,Macapá,1.0,45.0,45.0
62200,Norte,AP,Macapá,1.0,45.0,45.0
62201,Norte,AP,Macapá,1.0,45.0,45.0
62202,Norte,AP,Macapá,0.0,0.0,0.0
62203,Norte,AP,Macapá,1.0,45.0,45.0
62204,Norte,AP,Macapá,1.0,45.0,45.0
62205,Norte,AP,Macapá,1.0,45.0,45.0
62206,Norte,AP,Macapá,0.0,0.0,0.0
62207,Norte,AP,Macapá,1.0,45.0,45.0
62208,Norte,AP,Macapá,1.0,45.0,45.0
62209,Norte,AP,Macapá,0.0,0.0,0.0
62210,Norte,AP,Macapá,1.0,45.0,45.0
62211,Norte,AP,Macapá,1.0,45.0,45.0
62212,Norte,PA,Abaetetuba,0.0,0.0,0.0
62214,Nordeste,BA,Itabuna,1.0,45.0,45.0
62215,Nordeste,BA,Itabuna,1.0,45.0,45.0
62216,Nordeste,BA,Itabuna,1.0,45.0,45.0
62217,Nordeste,BA,Itabuna,1.0,45.0,45.0
62218,Nordeste,BA,Itabuna,1.0,45.0,45.0
62219,Nordeste,BA,Itabuna,1.0,45.0,45.0
62220,Nordeste,BA,Itabuna,1.0,45.0,45.0
62221,Norte,AP,Macapá,1.0,45.0,45.0
62222,Norte,AP,Macapá,1.0,45.0,45.0
62223,Nordeste,BA,Itabuna,1.0,45.0,45.0
62224,Nordeste,BA,Itabuna,1.0,45.0,45.0
62225,Nordeste,BA,Itabuna,1.0,45.0,45.0
62226,Norte,AP,Macapá,1.0,45.0,45.0
62227,Norte,PA,Abaetetuba,1.0,45.0,45.0
62228,Norte,AP,Macapá,1.0,45.0,45.0
62230,Norte,PA,Abaetetuba,1.0,45.0,45.0
62231,Norte,PA,Abaetetuba,1.0,45.0,45.0
62232,Norte,AP,Macapá,1.0,45.0,45.0
62233,Norte,PA,Abaetetuba,2.0,90.0,90.0
62235,Norte,PA,Abaetetuba,1.0,45.0,45.0
62236,Norte,PA,Abaetetuba,1.0,45.0,45.0
62237,Norte,PA,Abaetetuba,1.0,45.0,45.0
62238,Norte,PA,Abaetetuba,1.0,45.0,45.0
62239,Nordeste,BA,Itabuna,1.0,45.0,45.0
62240,Nordeste,BA,Itabuna,1.0,45.0,45.0
62241,Nordeste,BA,Itabuna,1.0,45.0,45.0
62242,Nordeste,BA,Itabuna,1.0,45.0,45.0
62243,Nordeste,BA,Itabuna,1.0,45.0,45.0
62244,Nordeste,BA,Itabuna,1.0,45.0,45.0
62245,Nordeste,BA,Itabuna,1.0,45.0,45.0
62246,Nordeste,BA,Itabuna,1.0,45.0,45.0
62247,Nordeste,BA,Itabuna,1.0,45.0,45.0
62248,Nordeste,BA,Itabuna,1.0,45.0,45.0
62250,Norte,AP,Macapá,1.0,45.0,45.0
62252,Norte,AP,Macapá,1.0,45.0,45.0
62253,Norte,AP,Macapá,1.0,45.0,45.0
62254,Norte,AP,Macapá,3.0,135.0,135.0
62255,Norte,AP,Macapá,1.0,45.0,45.0
62256,Norte,AP,Macapá,1.0,45.0,45.0
62257,Norte,AP,Macapá,1.0,45.0,45.0
62258,Norte,AP,Macapá,1.0,45.0,45.0
62259,Norte,AP,Macapá,1.0,45.0,45.0
62260,Norte,AP,Macapá,1.0,45.0,45.0
62261,Norte,AP,Macapá,1.0,45.0,45.0
62262,Norte,AP,Macapá,1.0,45.0,45.0
62263,Norte,AP,Macapá,1.0,45.0,45.0
62264,Norte,AP,Macapá,1.0,45.0,45.0
62265,Norte,AP,Macapá,1.0,45.0,45.0
62266,Norte,AP,Macapá,1.0,45.0,45.0
62267,Norte,AP,Macapá,1.0,45.0,45.0
62268,Nordeste,BA,Itabuna,1.0,45.0,45.0
62269,Nordeste,BA,Itabuna,1.0,45.0,45.0
62270,Nordeste,BA,Itabuna,1.0,45.0,45.0
62271,Nordeste,BA,Itabuna,1.0,45.0,45.0
62272,Nordeste,BA,Itabuna,1.0,45.0,45.0
62273,Nordeste,BA,Itabuna,1.0,45.0,45.0
62274,Nordeste,BA,Itabuna,1.0,45.0,45.0
62275,Nordeste,BA,Itabuna,0.0,0.0,0.0
62276,Nordeste,BA,Itabuna,1.0,45.0,45.0
62277,Nordeste,BA,Itabuna,1.0,45.0,45.0
62278,Norte,AP,Macapá,1.0,45.0,45.0
62279,Norte,AP,Macapá,1.0,45.0,45.0
62280,Norte,AP,Macapá,1.0,45.0,45.0
62281,Norte,AP,Macapá,1.0,45.0,45.0
62282,Norte,AP,Macapá,1.0,45.0,45.0
62283,Norte,AP,Macapá,1.0,45.0,45.0
62284,Norte,AP,Macapá,1.0,45.0,45.0
62285,Nordeste,BA,Itabuna,1.0,45.0,45.0
62286,Nordeste,BA,Itabuna,1.0,45.0,45.0
62287,Nordeste,BA,Itabuna,1.0,45.0,45.0
62288,Nordeste,BA,Itabuna,0.0,0.0,0.0
62289,Nordeste,BA,Itabuna,1.0,45.0,45.0
62290,Norte,AP,Macapá,1.0,45.0,45.0
62291,Nordeste,BA,Itabuna,1.0,45.0,45.0
62292,Nordeste,BA,Itabuna,1.0,45.0,45.0
62293,Nordeste,BA,Itabuna,1.0,45.0,45.0
