ENTREVISTA,REGIAO,UF,MUNICIPIO,qtd_geladeira,kwh_geladeira,kwh_categoria_refrigeracao
61330,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61331,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61332,Norte,RO,Ji-Paraná,2.0,90.0,90.0
61333,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61334,Nordeste,SE,Aracaju,1.0,45.0,45.0
61335,Nordeste,SE,Aracaju,1.0,45.0,45.0
61336,Nordeste,SE,Aracaju,1.0,45.0,45.0
61337,Nordeste,SE,Aracaju,1.0,45.0,45.0
61338,Nordeste,SE,Aracaju,1.0,45.0,45.0
61339,Nordeste,SE,Aracaju,1.0,45.0,45.0
61340,Nordeste,SE,Aracaju,1.0,45.0,45.0
61341,Nordeste,SE,Aracaju,1.0,45.0,45.0
61342,Nordeste,SE,Aracaju,2.0,90.0,90.0
61343,Nordeste,SE,Aracaju,1.0,45.0,45.0
61344,Nordeste,SE,Aracaju,1.0,45.0,45.0
61345,Nordeste,SE,Aracaju,1.0,45.0,45.0
61346,Nordeste,SE,Aracaju,1.0,45.0,45.0
61347,Nordeste,SE,Aracaju,1.0,45.0,45.0
61348,Nordeste,SE,Aracaju,1.0,45.0,45.0
61349,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61350,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61351,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61352,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61353,Norte,RO,Ji-Paraná,2.0,90.0,90.0
61354,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61355,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61356,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61357,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61358,Nordeste,SE,Aracaju,1.0,45.0,45.0
61359,Nordeste,SE,Aracaju,1.0,45.0,45.0
61360,Nordeste,SE,Aracaju,1.0,45.0,45.0
61361,Nordeste,SE,Aracaju,1.0,45.0,45.0
61362,Nordeste,SE,Aracaju,1.0,45.0,45.0
61363,Nordeste,SE,Aracaju,1.0,45.0,45.0
61364,Nordeste,SE,Aracaju,1.0,45.0,45.0
61365,Norte,RO,Porto Velho,1.0,45.0,45.0
61366,Norte,RO,Porto Velho,1.0,45.0,45.0
61367,Norte,RO,Porto Velho,1.0,45.0,45.0
61368,Norte,RO,Porto Velho,1.0,45.0,45.0
61369,Norte,RO,Porto Velho,1.0,45.0,45.0
61370,Nordeste,SE,Aracaju,1.0,45.0,45.0
61371,Nordeste,SE,Aracaju,1.0,45.0,45.0
61372,Nordeste,SE,Aracaju,0.0,0.0,0.0
61373,Nordeste,SE,Aracaju,1.0,45.0,45.0
61374,Nordeste,SE,Aracaju,1.0,45.0,45.0
61375,Nordeste,SE,Aracaju,1.0,45.0,45.0
61376,Nordeste,SE,Aracaju,1.0,45.0,45.0
61377,Nordeste,SE,Aracaju,1.0,45.0,45.0
61378,Nordeste,SE,Aracaju,1.0,45.0,45.0
61379,Nordeste,SE,Aracaju,1.0,45.0,45.0
61380,Nordeste,SE,Aracaju,1.0,45.0,45.0
61381,Nordeste,SE,Aracaju,1.0,45.0,45.0
61382,Nordeste,SE,Aracaju,1.0,45.0,45.0
61383,Nordeste,SE,Aracaju,1.0,45.0,45.0
61384,Nordeste,SE,Aracaju,1.0,45.0,45.0
61385,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61386,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61387,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61388,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61389,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61390,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61391,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61392,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61393,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61394,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61395,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61396,Norte,RO,Porto Velho,1.0,45.0,45.0
61397,Norte,RO,Porto Velho,1.0,45.0,45.0
61398,Norte,RO,Porto Velho,1.0,45.0,45.0
61399,Norte,RO,Porto Velho,1.0,45.0,45.0
61400,Norte,RO,Porto Velho,1.0,45.0,45.0
61401,Nordeste,SE,Aracaju,1.0,45.0,45.0
61402,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61403,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61404,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61405,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61406,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61407,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61408,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61409,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61410,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61411,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61412,Nordeste,SE,Aracaju,1.0,45.0,45.0
61413,Nordeste,SE,Aracaju,1.0,45.0,45.0
61414,Norte,RO,Porto Velho,1.0,45.0,45.0
61415,Norte,RO,Porto Velho,1.0,45.0,45.0
61416,Norte,RO,Porto Velho,1.0,45.0,45.0
61417,Norte,RO,Porto Velho,1.0,45.0,45.0
61418,Norte,RO,Porto Velho,1.0,45.0,45.0
61419,Norte,RO,Porto Velho,1.0,45.0,45.0
61420,Norte,RO,Porto Velho,1.0,45.0,45.0
61421,Norte,RO,Porto Velho,1.0,45.0,45.0
61422,Norte,RO,Porto Velho,1.0,45.0,45.0
61423,Norte,RO,Porto Velho,1.0,45.0,45.0
61424,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61425,Nordeste,SE,Aracaju,1.0,45.0,45.0
61426,Nordeste,SE,Aracaju,1.0,45.0,45.0
61427,Nordeste,SE,Aracaju,1.0,45.0,45.0
61428,Nordeste,SE,Aracaju,1.0,45.0,45.0
61429,Nordeste,SE,Aracaju,1.0,45.0,45.0
61430,Nordeste,SE,Aracaju,1.0,45.0,45.0
61431,Nordeste,SE,Aracaju,1.0,45.0,45.0
61432,Nordeste,SE,Aracaju,1.0,45.0,45.0
61433,Nordeste,SE,Aracaju,1.0,45.0,45.0
61434,Nordeste,SE,Aracaju,1.0,45.0,45.0
61435,Nordeste,SE,Aracaju,1.0,45.0,45.0
61436,Nordeste,SE,Aracaju,1.0,45.0,45.0
61437,Nordeste,SE,Aracaju,1.0,45.0,45.0
61438,Nordeste,SE,Aracaju,1.0,45.0,45.0
61439,Nordeste,SE,Aracaju,1.0,45.0,45.0
61440,Nordeste,SE,Aracaju,1.0,45.0,45.0
61441,Nordeste,SE,Aracaju,1.0,45.0,45.0
61442,Nordeste,SE,Aracaju,1.0,45.0,45.0
61443,Nordeste,SE,Aracaju,1.0,45.0,45.0
61444,Nordeste,SE,Aracaju,1.0,45.0,45.0
61445,Nordeste,SE,Aracaju,1.0,45.0,45.0
61446,Nordeste,SE,Aracaju,1.0,45.0,45.0
61447,Nordeste,SE,Aracaju,1.0,45.0,45.0
61448,Nordeste,SE,Aracaju,1.0,45.0,45.0
61449,Nordeste,SE,Aracaju,1.0,45.0,45.0
61450,Nordeste,SE,Aracaju,1.0,45.0,45.0
61451,Nordeste,SE,Aracaju,1.0,45.0,45.0
61452,Nordeste,SE,Aracaju,1.0,45.0,45.0
61453,Nordeste,SE,Aracaju,1.0,45.0,45.0
61454,Nordeste,SE,Aracaju,1.0,45.0,45.0
61455,Nordeste,SE,Aracaju,1.0,45.0,45.0
61456,Nordeste,SE,Aracaju,1.0,45.0,45.0
61458,Nordeste,SE,Aracaju,1.0,45.0,45.0
61459,Nordeste,SE,Aracaju,1.0,45.0,45.0
61460,Nordeste,SE,Aracaju,1.0,45.0,45.0
61461,Nordeste,SE,Aracaju,1.0,45.0,45.0
61462,Nordeste,SE,Aracaju,1.0,45.0,45.0
61463,Nordeste,SE,Aracaju,1.0,45.0,45.0
61464,Nordeste,SE,Aracaju,1.0,45.0,45.0
61465,Nordeste,SE,Aracaju,1.0,45.0,45.0
61466,Nordeste,SE,Aracaju,1.0,45.0,45.0
61467,Nordeste,SE,Aracaju,1.0,45.0,45.0
61468,Nordeste,SE,Aracaju,1.0,45.0,45.0
61470,Nordeste,SE,Aracaju,1.0,45.0,45.0
61471,Nordeste,SE,Aracaju,1.0,45.0,45.0
61472,Nordeste,SE,Aracaju,1.0,45.0,45.0
61473,Nordeste,SE,Aracaju,1.0,45.0,45.0
61474,Nordeste,SE,Aracaju,1.0,45.0,45.0
61475,Nordeste,SE,Aracaju,1.0,45.0,45.0
61476,Nordeste,SE,Aracaju,1.0,45.0,45.0
61477,Nordeste,SE,Aracaju,1.0,45.0,45.0
61478,Nordeste,SE,Aracaju,1.0,45.0,45.0
61479,Nordeste,SE,Aracaju,1.0,45.0,45.0
61480,Nordeste,SE,Aracaju,1.0,45.0,45.0
61481,Nordeste,SE,Aracaju,1.0,45.0,45.0
61482,Nordeste,SE,Aracaju,1.0,45.0,45.0
61483,Nordeste,SE,Aracaju,1.0,45.0,45.0
61484,Nordeste,SE,Aracaju,1.0,45.0,45.0
61485,Nordeste,SE,Aracaju,1.0,45.0,45.0
61486,Nordeste,SE,Aracaju,1.0,45.0,45.0
61487,Nordeste,SE,Aracaju,1.0,45.0,45.0
61488,Nordeste,SE,Aracaju,1.0,45.0,45.0
61489,Nordeste,SE,Aracaju,1.0,45.0,45.0
61490,Nordeste,SE,Aracaju,1.0,45.0,45.0
61491,Nordeste,SE,Aracaju,1.0,45.0,45.0
61492,Nordeste,SE,Aracaju,1.0,45.0,45.0
61493,Nordeste,SE,Aracaju,1.0,45.0,45.0
61494,Nordeste,SE,Aracaju,1.0,45.0,45.0
61495,Nordeste,SE,Aracaju,1.0,45.0,45.0
61496,Nordeste,SE,Aracaju,1.0,45.0,45.0
61497,Nordeste,SE,Aracaju,1.0,45.0,45.0
61498,Nordeste,SE,Aracaju,0.0,0.0,0.0
61499,Nordeste,SE,Aracaju,1.0,45.0,45.0
61500,Nordeste,SE,Aracaju,1.0,45.0,45.0
61502,Nordeste,SE,Aracaju,1.0,45.0,45.0
61503,Nordeste,SE,Aracaju,1.0,45.0,45.0
61504,Nordeste,SE,Aracaju,1.0,45.0,45.0
61505,Nordeste,SE,Aracaju,1.0,45.0,45.0
61506,Nordeste,SE,Aracaju,1.0,45.0,45.0
61507,Nordeste,SE,Aracaju,1.0,45.0,45.0
61508,Nordeste,SE,Aracaju,1.0,45.0,45.0
61509,Nordeste,SE,Aracaju,1.0,45.0,45.0
61510,Nordeste,SE,Aracaju,1.0,45.0,45.0
61511,Nordeste,SE,Aracaju,1.0,45.0,45.0
61512,Nordeste,SE,Aracaju,1.0,45.0,45.0
61513,Nordeste,SE,Aracaju,1.0,45.0,45.0
61514,Nordeste,SE,Aracaju,1.0,45.0,45.0
61515,Nordeste,SE,Aracaju,1.0,45.0,45.0
61516,Nordeste,SE,Aracaju,1.0,45.0,45.0
61517,Nordeste,SE,Aracaju,1.0,45.0,45.0
61518,Nordeste,SE,Aracaju,1.0,45.0,45.0
61519,Nordeste,SE,Aracaju,1.0,45.0,45.0
61520,Nordeste,SE,Aracaju,1.0,45.0,45.0
61521,Nordeste,SE,Aracaju,1.0,45.0,45.0
61522,Nordeste,SE,Aracaju,1.0,45.0,45.0
61523,Nordeste,SE,Aracaju,1.0,45.0,45.0
61524,Nordeste,SE,Aracaju,1.0,45.0,45.0
61525,Nordeste,SE,Aracaju,1.0,45.0,45.0
61526,Nordeste,SE,Aracaju,1.0,45.0,45.0
61527,Nordeste,SE,Aracaju,1.0,45.0,45.0
61528,Nordeste,SE,Aracaju,1.0,45.0,45.0
61529,Nordeste,SE,Aracaju,1.0,45.0,45.0
61530,Nordeste,SE,Aracaju,1.0,45.0,45.0
61531,Nordeste,SE,Aracaju,1.0,45.0,45.0
61532,Nordeste,SE,Aracaju,1.0,45.0,45.0
61533,Nordeste,SE,Aracaju,1.0,45.0,45.0
61534,Nordeste,SE,Aracaju,1.0,45.0,45.0
61535,Nordeste,SE,Aracaju,1.0,45.0,45.0
61536,Nordeste,SE,Aracaju,1.0,45.0,45.0
61537,Nordeste,SE,Aracaju,1.0,45.0,45.0
61538,Nordeste,SE,Aracaju,1.0,45.0,45.0
61539,Nordeste,SE,Aracaju,1.0,45.0,45.0
61540,Nordeste,SE,Aracaju,1.0,45.0,45.0
61541,Nordeste,SE,Aracaju,1.0,45.0,45.0
61542,Nordeste,SE,Aracaju,1.0,45.0,45.0
61543,Nordeste,SE,Aracaju,1.0,45.0,45.0
61544,Nordeste,SE,Aracaju,1.0,45.0,45.0
61545,Nordeste,SE,Aracaju,1.0,45.0,45.0
61546,Nordeste,SE,Aracaju,1.0,45.0,45.0
61547,Nordeste,SE,Aracaju,1.0,45.0,45.0
61548,Nordeste,SE,Aracaju,1.0,45.0,45.0
61550,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61551,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61552,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61553,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61554,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61555,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61556,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61557,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61558,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61559,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61560,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61561,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61562,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61563,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61564,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61565,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61566,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61567,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61568,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61569,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61570,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61571,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61572,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61573,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61574,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61575,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61576,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61577,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61578,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61579,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61580,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61581,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61582,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61583,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61584,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61585,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61586,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61587,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61588,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61589,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61590,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61591,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61592,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61593,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61594,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61595,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61596,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61597,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61598,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61599,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61600,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61601,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61602,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61603,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61604,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61605,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61606,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61607,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61608,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61609,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61610,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61611,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61612,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61613,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61614,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61615,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61616,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61617,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61618,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61619,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61620,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61621,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61622,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61623,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61624,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61625,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61626,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61627,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61628,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61629,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61630,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61631,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61632,Nordeste,BA,Feira de Santana,2.0,90.0,90.0
61633,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61634,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61635,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61636,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61637,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61638,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61639,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61640,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61643,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61644,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61645,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61646,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61647,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61648,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61649,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61650,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61651,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61652,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61653,Norte,RO,Porto Velho,1.0,45.0,45.0
61654,Norte,RO,Porto Velho,1.0,45.0,45.0
61655,Norte,RO,Porto Velho,1.0,45.0,45.0
61656,Norte,RO,Porto Velho,1.0,45.0,45.0
61657,Norte,RO,Porto Velho,1.0,45.0,45.0
61658,Norte,RO,Porto Velho,1.0,45.0,45.0
61659,Norte,RO,Porto Velho,1.0,45.0,45.0
61660,Norte,RO,Porto Velho,1.0,45.0,45.0
61661,Norte,RO,Porto Velho,1.0,45.0,45.0
61662,Norte,RO,Porto Velho,1.0,45.0,45.0
61664,Norte,RO,Porto Velho,1.0,45.0,45.0
61665,Norte,RO,Porto Velho,1.0,45.0,45.0
61666,Norte,RO,Porto Velho,1.0,45.0,45.0
61667,Norte,RO,Porto Velho,3.0,135.0,135.0
61668,Norte,RO,Porto Velho,1.0,45.0,45.0
61669,Norte,RO,Porto Velho,2.0,90.0,90.0
61670,Norte,RO,Porto Velho,1.0,45.0,45.0
61671,Norte,RO,Porto Velho,1.0,45.0,45.0
61672,Norte,RO,Porto Velho,1.0,45.0,45.0
61673,Norte,RO,Porto Velho,1.0,45.0,45.0
61674,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61675,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61676,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61677,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61678,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61679,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61680,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61681,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61682,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61683,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61684,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61685,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61686,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61687,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61688,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61689,Nordeste,BA,Feira de Santana,2.0,90.0,90.0
61690,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61691,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61692,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61693,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61694,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61695,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61696,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61697,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61698,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61699,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61700,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61701,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61702,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61703,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61704,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61705,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61706,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61707,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61708,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61709,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61710,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61711,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61712,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61713,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61714,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61715,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61716,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61717,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61718,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61719,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61720,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61723,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61724,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61725,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61726,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61727,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61728,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61729,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61730,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61731,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61732,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61733,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61734,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61735,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61736,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61737,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61738,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61739,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61740,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61741,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61742,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61743,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61744,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61745,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61746,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61747,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61748,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61749,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61750,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61751,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61752,Nordeste,BA,Feira de Santana,1.0,45.0,45.0
61753,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61754,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61755,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61756,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61757,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61758,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61759,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61760,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61761,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61762,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61763,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61764,Norte,PA,Belém,1.0,45.0,45.0
61766,Norte,PA,Belém,1.0,45.0,45.0
61767,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61768,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61769,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61770,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61771,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61773,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61774,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61775,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61776,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61777,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61778,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61779,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61780,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61781,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61782,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61783,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61784,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61785,Nordeste,BA,Alagoinhas,1.0,45.0,45.0
61786,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61787,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61788,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61789,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61790,Norte,RO,Ji-Paraná,1.0,45.0,45.0
61791,Norte,RO,Ji-Paraná,1.0,45.0,45.0
